subject,window_start_s,window_end_s,label,label_binary,eda_mean,eda_std,eda_min,eda_max,eda_slope,eda_change,eda_range,eda_peak_count,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_slope,bvp_change,bvp_range,bvp_peak_count,acc_mag_mean,acc_mag_std,acc_mag_max,jerk_mean,jerk_max,temp_mean,temp_std,temp_min,temp_max,temp_slope,temp_change,temp_range,bvp_mean_baseline_diff,bvp_std_baseline_diff,eda_mean_baseline_diff,eda_slope_baseline_diff,eda_peak_count_baseline_diff,temp_mean_baseline_diff,acc_mag_mean_baseline_diff,jerk_mean_baseline_diff
S2,306.0,315.75,calm,0,1.5470254478354957,0.05177452989673052,1.4783092597402576,1.6789618744588721,-0.016776826246923816,-0.2006526147186145,0.2006526147186145,0.0,-5.281178571428562,26.561969812407636,-113.0055844155842,31.29658008658003,1.9497058876083235,16.540476190476166,144.30216450216423,5.0,63.04392398202977,3.010589468534933,77.36278174936577,6.86158354712538,64.76357112262909,35.82029220779215,0.009429848130082437,35.807272727272675,35.83181818181813,0.0007758095562981409,0.011168831168831161,0.024545454545453538,-4.947936839522507,9.420740915816882,1.2526527922928108,-0.015596800499733181,-1.5500878734622143,0.03356607627872421,-0.3553020999983616,-0.07267701395788073
S2,308.0,317.75,calm,0,1.51446204242424,0.03550621434221006,1.4581517402597381,1.580954463203461,-0.01209696443069128,-0.10778155844155823,0.12280272294372274,0.0,-0.41689610389610293,14.966237983450569,-41.93787878787872,26.033333333333296,-0.5100383518920094,-2.0420346320346345,67.971212121212,5.0,62.593580473741596,0.3790560344252215,63.35613624582863,1.2659736367613497,5.099210207824569,35.82480519480514,0.009179663631968126,35.807272727272675,35.83952380952376,0.00042338149655315343,0.0134632034632034,0.032251082251086416,-0.08365437199004816,-2.174990913140185,1.2200893868815554,-0.010916938683500644,-1.5500878734622143,0.03807906329171118,-0.8056456082865324,-5.668286924321912
S2,310.0,319.75,calm,0,1.489491593290041,0.0318634381132038,1.4374231255411236,1.5450991818181796,-0.01099447760369708,-0.10721574025974023,0.10767605627705601,0.0,0.4371374458874445,10.573692025068736,-20.58714285714282,25.965497835497786,-0.4721488105390537,-11.769567099567075,46.55264069264061,7.0,62.75103196751322,0.5983201585549078,65.06919393998976,1.806657729089317,9.437873324089281,35.824999999999946,0.00886611898272514,35.807272727272675,35.83952380952376,-0.0006604127579725885,0.00181818181818727,0.032251082251086416,0.7703791777934993,-6.567536871522018,1.1951189377473561,-0.009814451856506444,-1.5500878734622143,0.03827386848652026,-0.6481941145149079,-5.1276028319939435
S2,312.0,321.75,calm,0,1.4658097195887425,0.03618307939299444,1.3867297402597383,1.52577921212121,-0.012427323507386852,-0.13904947186147165,0.13904947186147165,0.0,-5.183319264069256,17.46205791421037,-67.35203463203452,16.82354978354976,-2.5432748552260707,-67.98891774891763,84.17558441558427,6.0,62.896310163135944,2.6979933029202643,74.83982896827064,7.761104459814471,88.68421055686346,35.822999999999944,0.009495018464904107,35.807272727272675,35.83952380952376,-0.000540337711069544,-0.021818181818176186,0.032251082251086416,-4.850077532163201,0.3208290176196158,1.1714370640460579,-0.011247297760196217,-1.5500878734622143,0.03627386848651781,-0.5029159188921852,0.8268438987312106
S2,314.0,323.75,calm,0,1.4194966488095218,0.07782891858030115,1.2286599264069245,1.5007905584415564,-0.024036304198240793,-0.26805911688311657,0.27213063203463195,0.0,-10.85791666666665,21.535759941322567,-67.35203463203452,16.82354978354976,-4.374431535943726,-54.416147186147114,84.17558441558427,7.0,62.620052785641576,4.074799274008875,74.83982896827064,13.972480803746,98.06705577599195,35.82099999999995,0.009601092378957902,35.807272727272675,35.83952380952376,6.627518822789548e-05,0.006926406926403672,0.032251082251086416,-10.524674934760595,4.3945310447318136,1.125123993266837,-0.022856278451050156,-1.5500878734622143,0.034273868486522474,-0.7791732963865527,7.03822024266274
S2,316.0,325.75,calm,0,1.3657868075757558,0.0994787743913718,1.1836306233766216,1.4746482813852793,-0.03253954035233054,-0.2802455367965364,0.29101765800865764,0.0,-5.747463203463197,36.469045002252514,-67.35203463203452,96.1632034632033,0.5880563988856636,76.2223809523808,163.5152380952378,4.0,63.00244423173528,4.403637227007377,74.83982896827064,16.620295855667674,98.06705577599195,35.820707792207735,0.009734844815180456,35.808181818181765,35.83952380952376,-0.0021660290928590853,-0.019740259740267163,0.031341991341996334,-5.414221471557142,19.32781610566176,1.0714141520330709,-0.0313595146051399,-1.5500878734622143,0.03398166069430886,-0.3967818502928466,9.686035294584414
S2,318.0,327.75,calm,0,1.3258697374458854,0.09163870694677786,1.1836306233766216,1.4543576796536777,-0.026890919805397803,-0.13294798701298705,0.27072705627705607,0.0,-9.010174242424231,37.48136633851593,-67.35203463203452,96.1632034632033,1.004006968641113,17.80714285714283,163.5152380952378,4.0,62.82614594689335,4.607101633311025,74.83982896827064,18.910559910618744,98.06705577599195,35.81619480519475,0.007901896324166883,35.808181818181765,35.83181818181813,-0.00143778173046524,-0.005627705627709645,0.023636363636363455,-8.676932510518176,20.34013744192518,1.0314970819032006,-0.025710894058207166,-1.5500878734622143,0.02946867368132189,-0.5730801351347807,11.976299349535484
S2,320.0,329.75,calm,0,1.3072191141774874,0.07399579478135242,1.1836306233766216,1.4333849437229418,-0.007447091440267076,-0.1347176060606059,0.24975432034632017,1.0,-9.972508658008644,39.4952017022587,-67.35203463203452,96.1632034632033,3.0487707089658262,-48.620086580086486,163.5152380952378,7.0,62.596785633410676,5.75477439738784,74.83982896827064,24.279498989106962,98.06705577599195,35.81219480519475,0.009391815547811079,35.792164502164454,35.83181818181813,-0.002404619770472499,-0.03619047619047677,0.039653679653675056,-9.63926692610259,22.353972805667944,1.0128464586348027,-0.0062670656930764405,-0.5500878734622143,0.025468673681324105,-0.8024404486174532,17.345238428023702
S2,322.0,331.75,calm,0,1.2566554557359289,0.07231016027051754,1.130824255411254,1.3737169393939375,-0.006528805238663739,-0.2377007792207788,0.2428926839826835,1.0,-13.194944805194785,45.47962246192045,-108.06402597402578,96.1632034632033,-2.131417866686155,-106.09077922077903,204.22722943722908,7.0,62.19443976924818,5.790221221107271,74.74623736349542,25.36339435706524,98.06705577599195,35.81019480519475,0.007796000760360311,35.792164502164454,35.827835497835444,-0.0013239443483349213,0.009264069264069974,0.035670995670990635,-12.86170307328873,28.338393565329696,0.9622828001932441,-0.005348779491473104,-0.5500878734622143,0.02346867368132166,-1.2047863127799516,18.42913379598198
S2,324.0,333.75,calm,0,1.24697089707792,0.07314281013773638,1.130824255411254,1.3737169393939375,-0.004667210690122809,-0.09507939393939346,0.2428926839826835,2.0,-11.372207792207776,44.65372160917059,-108.06402597402578,96.1632034632033,-4.657372903519237,32.30008658008654,204.22722943722908,8.0,64.30408848920433,8.130756642070912,91.59694318043589,29.488212628061014,129.94750542363715,35.808584415584356,0.008302993061772764,35.792164502164454,35.828441558441504,-0.00024326892619462803,-0.016190476190473646,0.03627705627705069,-11.038966060301721,27.512492712579835,0.9525982415352353,-0.003487184942932174,0.4499121265377857,0.021858284070930267,0.9048624071762035,22.553952066977754
S2,326.0,335.75,calm,0,1.252202311038959,0.07618470054935562,1.130824255411254,1.3737169393939375,-0.0068857927633342204,0.005962844155844138,0.2428926839826835,3.0,-9.287514069264056,40.33665376257146,-108.06402597402578,75.35541125541113,3.7866300691178663,25.336233766233722,183.4194372294369,8.0,64.28111277762449,9.15906873379173,91.59694318043589,34.47347092886152,129.94750542363715,35.81199999999995,0.011677689577776098,35.792164502164454,35.83363636363631,0.002041275797374602,0.01999999999999602,0.04147186147185522,-8.954272337358,23.195424865980705,0.9578296554962743,-0.005705767016143585,1.4499121265377857,0.025273868486522133,0.8818866955963571,27.539210367778264
S2,328.0,337.75,calm,0,1.2463732510822492,0.0788017189503121,1.130824255411254,1.3737169393939375,-0.0057321490866856385,0.0009043333333331738,0.2428926839826835,2.0,-8.755756493506482,41.177546036420296,-108.06402597402578,75.35541125541113,2.254831526197378,12.384155844155828,183.4194372294369,8.0,64.8172686994335,9.824544688963357,91.59694318043589,41.05097977759586,129.94750542363715,35.81399999999995,0.012645779679715986,35.792164502164454,35.83363636363631,0.002401500938089317,-0.0036363636363674345,0.04147186147185522,-8.422514761600427,24.036317139829542,0.9520005955395644,-0.004552123339495003,0.4499121265377857,0.027273868486524577,1.4180426174053693,34.1167192165126
S2,330.0,339.75,calm,0,1.2362610049783533,0.08906633831447784,1.06913728138528,1.4524715757575737,0.0129485604509312,-0.1755754242424239,0.3833342943722937,3.0,-3.6536493506493457,43.55378129155228,-108.06402597402578,75.35541125541113,5.595793864671904,-34.27805194805191,183.4194372294369,7.0,65.24310180546136,9.89129247379754,91.59694318043589,41.16215611651116,129.94750542363715,35.81819480519475,0.011904282556267236,35.79432900432895,35.8467099567099,0.0015516191125937266,0.04415584415583851,0.05238095238095042,-3.3204076187432907,26.41255239496153,0.9418883494356686,0.014128586198121835,1.4499121265377857,0.03146867368132433,1.8438757234332357,34.2278955554279
S2,332.0,341.75,calm,0,1.215441887987011,0.11221929238505274,1.0349297142857128,1.4524715757575737,-0.014763479757640691,-0.08970425541125526,0.4175418614718609,3.0,6.68481926406925,38.25853096068,-69.90593073593061,75.35541125541113,2.832313101532611,63.89770562770553,145.26134199134174,6.0,65.68733713351239,9.531460554830225,91.59694318043589,39.807463594032875,129.94750542363715,35.82561038961033,0.01716951226946498,35.79432900432895,35.86567099567094,0.002881801125702407,-0.007272727272727764,0.07134199134198838,7.018060995975305,21.117302064089245,0.9210692324443263,-0.013583454010450056,1.4499121265377857,0.038884258096906876,2.2881110514842575,32.87320303294961
S2,334.0,343.75,calm,0,1.1926968809523792,0.11866347915162838,1.0349297142857128,1.4524715757575737,-0.02081257994038475,0.10458656277056289,0.4175418614718609,2.0,12.193199134199114,39.61642007593266,-69.90593073593061,75.35541125541113,-1.3535985640375852,-9.579783549783535,145.26134199134174,7.0,64.17250280368847,7.440758288682272,83.78544026261365,31.146389587507525,118.21781124315461,35.827610389610335,0.015033788771295955,35.808181818181765,35.86567099567094,0.0005941375697470503,0.016709956709952678,0.057489177489173926,12.526440866105169,22.475191179341905,0.8983242254096945,-0.019632554193194113,0.4499121265377857,0.04088425809690932,0.7732767216603449,24.212129026424265
S2,336.0,345.75,calm,0,1.1991888863636346,0.1196192533639361,1.0349297142857128,1.4524715757575737,-0.004563692980190477,0.08885543290043252,0.4175418614718609,1.0,12.466541125541106,39.80846913265225,-69.90593073593061,71.2460606060605,3.044349016836817,-8.555108225108206,141.1519913419911,7.0,64.21632205835549,6.234098274615734,82.0121942152507,29.066349080115128,117.3217728626249,35.82419480519475,0.01779260750964877,35.79155844155839,35.86567099567094,-0.001203869301428714,-0.03800865800865694,0.07411255411255269,12.79978285744716,22.667240236061495,0.9048162308209499,-0.0033836672329998416,-0.5500878734622143,0.03746867368132456,0.8170959763273586,22.132088519031868
S2,338.0,347.75,calm,0,1.211507800974024,0.12341046535546794,1.0349297142857128,1.4524715757575737,0.010014269855347896,-0.08724705627705598,0.4175418614718609,1.0,16.717391774891745,45.547007869318705,-70.09186147186135,89.82610389610375,0.1283221493953198,56.50649350649341,159.9179653679651,6.0,63.80770837708646,4.904217742381386,82.0121942152507,21.090670117017726,103.15769211107326,35.81980519480514,0.02081007584706242,35.78073593073588,35.86567099567094,-0.00431958285616782,-0.02744588744588583,0.08493506493505976,17.050633506797798,28.40577897272795,0.9171351454313393,0.011194295602538531,-0.5500878734622143,0.03307906329171573,0.40848229505833444,14.156409555934466
S2,340.0,349.75,calm,0,1.20697834155844,0.10483325669335146,1.0349297142857128,1.31118118181818,0.030717413380115834,0.22852042424242391,0.2762514675324672,0.0,11.369280303030285,43.82071339795469,-70.09186147186135,89.82610389610375,-0.8957146105926528,38.64424242424236,159.9179653679651,6.0,63.596885043968314,3.0184785412985358,70.58328414008518,12.456242674133502,47.62482048688523,35.81161038961034,0.025413864479579964,35.77216450216446,35.86567099567094,-0.007811115713554573,-0.06692640692639884,0.09350649350648155,11.70252203493634,26.679484501363937,0.9126056860157553,0.03189743912730647,-1.5500878734622143,0.024884258096911083,0.19765896194018495,5.521982113050242
S2,342.0,351.75,calm,0,1.24499184177489,0.07269807428634792,1.0563741212121198,1.31118118181818,0.01247416094149754,0.17484326406926387,0.2548070606060602,2.0,8.384021645021633,39.33460676669254,-70.09186147186135,89.82610389610375,-2.854920559115677,-13.757532467532464,159.9179653679651,4.0,63.52530253171708,2.5021866944373223,70.58328414008518,9.196124447336691,47.62482048688523,35.80199999999995,0.01694709600174355,35.77216450216446,35.83363636363631,-0.003596013742355326,-0.011255411255412184,0.06147186147185124,8.717263376927688,22.193377870101784,0.9506191862322052,0.013654186688688175,0.4499121265377857,0.015273868486524123,0.12607644968895215,2.2618638862534306
S2,344.0,353.75,calm,0,1.2601555063852796,0.04160537378413902,1.128916073593072,1.31118118181818,-0.011915926890995158,-0.15621666666666645,0.1822651082251081,1.0,4.262919913419905,38.02689451523473,-70.09186147186135,89.82610389610375,-4.846054238444475,-80.06428571428557,159.9179653679651,4.0,63.22147242455251,2.7695531176613017,70.12132343303284,9.70898850212381,47.62482048688523,35.79580519480514,0.014048335416200158,35.77216450216446,35.83363636363631,-0.0021582320118910966,-0.05108225108224218,0.06147186147185124,4.59616164532596,20.885665618643976,0.9657828508425949,-0.010735901143804523,-0.5500878734622143,0.009079063291714817,-0.17775365747561978,2.77472794104055
S2,346.0,355.75,calm,0,1.2262984435064919,0.06896801544736733,1.10566886147186,1.31118118181818,-0.02259563978135682,-0.16290083116883092,0.20551232034632005,0.0,-0.8745454545454528,36.525086315732494,-70.09186147186135,89.82610389610375,0.20025827830706167,51.35493506493499,159.9179653679651,3.0,62.84760498196499,2.1916998040082976,70.12132343303284,6.809444227950107,44.315863026123196,35.78599999999996,0.015803500936642706,35.75216450216445,35.80783549783544,-0.003128188884285427,-0.048744588744582984,0.05567099567099376,-0.5413037226393981,19.38385741914174,0.9319257879638071,-0.021415614034166183,-1.5500878734622143,-0.0007261315134670099,-0.5516211000631372,-0.12481633313315399
S2,348.0,357.75,calm,0,1.2043566393939378,0.05970972752188138,1.10566886147186,1.2916394805194789,-0.015197675836358702,-0.09175093073593077,0.1859706190476189,0.0,2.8003008658008604,32.786692426463354,-62.956406926406814,87.88047619047603,3.9881206598279704,81.65969696969681,150.83688311688286,2.0,62.80561641161042,3.107176718123968,70.12132343303284,11.433896322993078,60.34979740425561,35.78019480519475,0.015098878886375268,35.75216450216445,35.80783549783544,-0.002878682293315461,-0.0056277056277025395,0.05567099567099376,3.1335425977069153,15.6454635298726,0.909983983851253,-0.014017650089168067,-1.5500878734622143,-0.00653132631867237,-0.5936096704177061,4.4996357619098175
S2,350.0,359.75,calm,0,1.1872984642857127,0.04702029846048554,1.10566886147186,1.2597779610389592,-0.005689023613784595,-0.07022339826839818,0.15410909956709928,1.0,0.22707142857142665,35.83793249355644,-62.956406926406814,87.88047619047603,0.8880041584431811,-24.70662337662335,150.83688311688286,4.0,62.745591069173614,3.2195964622980147,70.12132343303284,13.699712304594417,60.34979740425561,35.775999999999954,0.01719773672276335,35.74818181818176,35.80783549783544,-0.004923076923077058,-0.04000000000000625,0.05965367965367818,0.5603131604774814,18.696703596965683,0.892925808743028,-0.00450899786659396,-0.5500878734622143,-0.010726131513472126,-0.6536350128545152,6.765451743511156
S2,352.0,361.75,calm,0,1.175631178679652,0.03697326565580228,1.10566886147186,1.2299970606060588,0.002953082242960313,-0.047786359307359305,0.1243281991341989,1.0,-4.35529545454545,39.77551425701723,-75.09424242424231,87.88047619047603,-1.8540304086157722,24.92718614718611,162.97471861471834,5.0,62.74599405971687,3.235000689022418,70.12132343303284,14.43288060981331,60.34979740425561,35.76799999999995,0.01354055257254877,35.74818181818176,35.79744588744583,-0.0032357886016415763,-0.033073593073581264,0.04926406926406912,-4.022053722639395,22.634285360426475,0.8812585231369673,0.004133107990150949,-0.5500878734622143,-0.018726131513474797,-0.6532320223112578,7.498620048730049
